iShares MSCI Japan ETF
Fund Holdings as of,"Nov 10, 2021"
Inception Date,"Mar 12, 1996"
Shares Outstanding,"182,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"6586","MAKITA CORP","Industrials","Equity","31,746,069.09","0.25","31,746,069.09","697,000.00","45.55","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"9021","WEST JAPAN RAILWAY","Industrials","Equity","31,698,792.85","0.25","31,698,792.85","671,000.00","47.24","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"5802","SUMITOMO ELECTRIC INDUSTRIES LTD","Consumer Discretionary","Equity","31,438,116.85","0.25","31,438,116.85","2,347,400.00","13.39","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"6479","MINEBEA MITSUMI INC","Industrials","Equity","30,784,219.31","0.25","30,784,219.31","1,129,300.00","27.26","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"7701","SHIMADZU CORP","Information Technology","Equity","30,269,974.98","0.24","30,269,974.98","739,100.00","40.96","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"5201","AGC INC","Industrials","Equity","30,240,200.17","0.24","30,240,200.17","604,300.00","50.04","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"8015","TOYOTA TSUSHO CORP","Industrials","Equity","29,915,692.90","0.24","29,915,692.90","659,100.00","45.39","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"2127","NIHON M&A CENTER HOLDINGS INC","Industrials","Equity","29,697,247.71","0.24","29,697,247.71","946,200.00","31.39","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"5713","SUMITOMO METAL MINING LTD","Materials","Equity","29,376,683.20","0.24","29,376,683.20","768,700.00","38.22","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"8951","NIPPON BUILDING FUND REIT INC","Real Estate","Equity","28,922,558.27","0.23","28,922,558.27","4,627.00","6,250.82","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"4755","RAKUTEN GROUP INC","Consumer Discretionary","Equity","28,564,059.52","0.23","28,564,059.52","2,695,600.00","10.60","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"6383","DAIFUKU LTD","Industrials","Equity","27,130,977.57","0.22","27,130,977.57","314,700.00","86.21","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"1605","INPEX CORP","Energy","Equity","27,106,989.16","0.22","27,106,989.16","3,186,400.00","8.51","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"4151","KYOWA KIRIN LTD","Health Care","Equity","27,090,435.01","0.22","27,090,435.01","840,800.00","32.22","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Consumer Discretionary","Equity","27,017,577.81","0.22","27,017,577.81","1,282,800.00","21.06","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"3402","TORAY INDUSTRIES INC","Materials","Equity","26,555,707.12","0.21","26,555,707.12","4,321,800.00","6.14","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"6963","ROHM LTD","Information Technology","Equity","26,466,195.51","0.21","26,466,195.51","271,100.00","97.63","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"6965","HAMAMATSU PHOTONICS","Information Technology","Equity","26,052,587.68","0.21","26,052,587.68","436,400.00","59.70","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"8308","RESONA HOLDINGS INC","Financials","Equity","26,006,141.26","0.21","26,006,141.26","6,655,200.00","3.91","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"6146","DISCO CORP","Information Technology","Equity","25,793,160.97","0.21","25,793,160.97","89,300.00","288.84","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"7272","YAMAHA MOTOR LTD","Consumer Discretionary","Equity","25,658,649.75","0.21","25,658,649.75","929,300.00","27.61","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"4324","DENTSU GROUP INC","Communication","Equity","25,221,930.56","0.20","25,221,930.56","673,600.00","37.44","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
