Fund Holdings as of,"10/Nov/2021"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"PBH","PRESTIGE CONSUMER HEALTHCARE INC","Health Care","Equity","904,734.90","0.04","904,734.90","14,569.00","62.10","United States","New York Stock Exchange Inc.","USD"
"9601","SHOCHIKU LTD","Communication","Equity","904,121.86","0.04","904,121.86","8,400.00","107.63","Japan","Tokyo Stock Exchange","JPY"
"GVYM","GAV-YAM LAND CORP LTD","Real Estate","Equity","903,880.29","0.04","903,880.29","72,176.00","12.52","Israel","Tel Aviv Stock Exchange","ILS"
"BDC","BELDEN INC","Information Technology","Equity","903,644.00","0.04","903,644.00","13,675.00","66.08","United States","New York Stock Exchange Inc.","USD"
"TROX","TRONOX HOLDINGS PLC","Materials","Equity","902,843.37","0.04","902,843.37","37,323.00","24.19","United States","New York Stock Exchange Inc.","USD"
"CNNE","CANNAE HOLDINGS INC","Financials","Equity","902,978.75","0.04","902,978.75","25,985.00","34.75","United States","New York Stock Exchange Inc.","USD"
"FWRD","FORWARD AIR CORP","Industrials","Equity","902,880.00","0.04","902,880.00","8,550.00","105.60","United States","NASDAQ","USD"
"CGF","CHALLENGER LTD","Financials","Equity","902,797.29","0.04","902,797.29","178,313.00","5.06","Australia","Asx - All Markets","AUD"
"NMRK","NEWMARK GROUP INC CLASS A","Real Estate","Equity","902,484.13","0.04","902,484.13","57,011.00","15.83","United States","NASDAQ","USD"
"8252","MARUI GROUP LTD","Consumer Discretionary","Equity","902,383.57","0.04","902,383.57","46,300.00","19.49","Japan","Tokyo Stock Exchange","JPY"
"SITM","SITIME CORP","Information Technology","Equity","902,478.72","0.04","902,478.72","3,952.00","228.36","United States","NASDAQ","USD"
"JWEL","JAMIESON WELLNESS INC","Consumer Staples","Equity","901,592.24","0.04","901,592.24","28,693.00","31.42","Canada","Toronto Stock Exchange","CAD"
"CLAS B","CLAS OHLSON","Consumer Discretionary","Equity","901,808.76","0.04","901,808.76","76,169.00","11.84","Sweden","Nasdaq Omx Nordic","SEK"
"LPSN","LIVEPERSON INC","Information Technology","Equity","900,048.24","0.04","900,048.24","18,316.00","49.14","United States","NASDAQ","USD"
"CVLT","COMMVAULT SYSTEMS INC","Information Technology","Equity","899,472.27","0.04","899,472.27","13,439.00","66.93","United States","NASDAQ","USD"
"BEZ","BEAZLEY PLC","Financials","Equity","898,958.50","0.04","898,958.50","164,013.00","5.48","United Kingdom","London Stock Exchange","GBP"
"AX.UN","ARTIS REAL ESTATE INVESTMENT TRUST","Real Estate","Equity","898,090.67","0.04","898,090.67","93,832.00","9.57","Canada","Toronto Stock Exchange","CAD"
"BBD.B","BOMBARDIER INC CLASS B","Industrials","Equity","897,765.10","0.04","897,765.10","558,567.00","1.61","Canada","Toronto Stock Exchange","CAD"
"FORM","FORMFACTOR INC","Information Technology","Equity","897,679.08","0.04","897,679.08","21,102.00","42.54","United States","NASDAQ","USD"
"LESL","LESLIES INC","Consumer Discretionary","Equity","897,421.12","0.04","897,421.12","38,417.00","23.36","United States","NASDAQ","USD"
"CWT","CALIFORNIA WATER SERVICE GROUP","Utilities","Equity","896,474.28","0.04","896,474.28","14,339.00","62.52","United States","New York Stock Exchange Inc.","USD"
"AVT","AVNET INC","Information Technology","Equity","895,850.48","0.04","895,850.48","22,772.00","39.34","United States","NASDAQ","USD"
"UNFI","UNITED NATURAL FOODS INC","Consumer Staples","Equity","895,970.79","0.04","895,970.79","17,809.00","50.31","United States","New York Stock Exchange Inc.","USD"
"KW","KENNEDY WILSON HOLDINGS INC","Real Estate","Equity","895,269.81","0.04","895,269.81","37,887.00","23.63","United States","New York Stock Exchange Inc.","USD"
"COOP","MR COOPER GROUP INC","Financials","Equity","895,153.10","0.04","895,153.10","20,470.00","43.73","United States","NASDAQ","USD"
"GEI","GIBSON ENERGY INC","Energy","Equity","894,167.85","0.04","894,167.85","46,908.00","19.06","Canada","Toronto Stock Exchange","CAD"
"FULT","FULTON FINANCIAL CORP","Financials","Equity","893,551.12","0.04","893,551.12","52,748.00","16.94","United States","NASDAQ","USD"
"MSM","MSC INDUSTRIAL INC CLASS A","Industrials","Equity","892,914.36","0.04","892,914.36","10,452.00","85.43","United States","New York Stock Exchange Inc.","USD"
"SCT","SOFTCAT PLC","Information Technology","Equity","892,233.04","0.04","892,233.04","34,082.00","26.18","United Kingdom","London Stock Exchange","GBP"
"NXE","NEXGEN ENERGY LTD","Energy","Equity","892,376.90","0.04","892,376.90","150,058.00","5.95","Canada","Toronto Stock Exchange","CAD"
"DUST","DUSTIN GROUP","Consumer Discretionary","Equity","892,241.62","0.04","892,241.62","69,036.00","12.92","Sweden","Nasdaq Omx Nordic","SEK"
"HAE","HAEMONETICS CORP","Health Care","Equity","890,664.80","0.04","890,664.80","14,480.00","61.51","United States","New York Stock Exchange Inc.","USD"
"EPRT","ESSENTIAL PROPERTIES REALTY TRUST","Real Estate","Equity","890,300.24","0.04","890,300.24","30,584.00","29.11","United States","New York Stock Exchange Inc.","USD"
"ITGR","INTEGER HOLDINGS CORP","Health Care","Equity","887,162.32","0.04","887,162.32","9,908.00","89.54","United States","New York Stock Exchange Inc.","USD"
"COK","CANCOM","Information Technology","Equity","887,030.29","0.04","887,030.29","12,733.00","69.66","Germany","Xetra","EUR"
"DKSH","DKSH HOLDING AG","Industrials","Equity","886,330.15","0.04","886,330.15","10,828.00","81.86","Switzerland","SIX Swiss Exchange","CHF"
"SSPG","SSP GROUP PLC","Consumer Discretionary","Equity","885,803.29","0.04","885,803.29","241,440.00","3.67","United Kingdom","London Stock Exchange","GBP"
"HAS","HAYS PLC","Industrials","Equity","885,777.52","0.04","885,777.52","411,403.00","2.15","United Kingdom","London Stock Exchange","GBP"
"SDF","STEADFAST GROUP LTD","Financials","Equity","885,509.18","0.04","885,509.18","242,601.00","3.65","Australia","Asx - All Markets","AUD"
"NEU","NEWMARKET CORP","Materials","Equity","885,152.68","0.04","885,152.68","2,614.00","338.62","United States","New York Stock Exchange Inc.","USD"
"AAL","AMERICAN AIRLINES GROUP INC","Industrials","Equity","885,146.52","0.04","885,146.52","41,036.00","21.57","United States","NASDAQ","USD"
"QTCOM","QT GROUP","Information Technology","Equity","884,831.36","0.04","884,831.36","5,599.00","158.03","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"KOG","KONGSBERG GRUPPEN","Industrials","Equity","884,533.31","0.04","884,533.31","27,500.00","32.16","Norway","Oslo Bors Asa","NOK"
"KRTX","KARUNA THERAPEUTICS INC","Health Care","Equity","884,147.07","0.04","884,147.07","6,473.00","136.59","United States","NASDAQ","USD"
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Communication","Equity","882,419.09","0.03","882,419.09","4,579.00","192.71","United States","New York Stock Exchange Inc.","USD"
"HPOL B","HEXPOL CLASS B","Materials","Equity","879,183.38","0.03","879,183.38","71,978.00","12.21","Sweden","Nasdaq Omx Nordic","SEK"
"GL9","GLANBIA PLC","Consumer Staples","Equity","878,132.66","0.03","878,132.66","55,244.00","15.90","Ireland","Irish Stock Exchange - All Market","EUR"
"DOC","PHYSICIANS REALTY TRUST REIT","Real Estate","Equity","877,405.50","0.03","877,405.50","47,325.00","18.54","United States","New York Stock Exchange Inc.","USD"
"4483","JMDC INC","Health Care","Equity","876,519.91","0.03","876,519.91","12,000.00","73.04","Japan","Tokyo Stock Exchange","JPY"
"1999","MAN WAH HOLDINGS LTD","Consumer Discretionary","Equity","875,958.68","0.03","875,958.68","591,200.00","1.48","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"CJLU","NETLINK NBN TRUST UNITS","Communication","Equity","875,485.33","0.03","875,485.33","1,171,200.00","0.75","Singapore","Singapore Exchange","SGD"
"APPN","APPIAN CORP CLASS A","Information Technology","Equity","874,764.24","0.03","874,764.24","9,554.00","91.56","United States","NASDAQ","USD"
"BCRX","BIOCRYST PHARMACEUTICALS INC","Health Care","Equity","874,347.32","0.03","874,347.32","68,684.00","12.73","United States","NASDAQ","USD"
"NCNO","NCINO INC","Information Technology","Equity","873,956.16","0.03","873,956.16","12,386.00","70.56","United States","NASDAQ","USD"
"SMWH","WH SMITH PLC","Consumer Discretionary","Equity","872,955.74","0.03","872,955.74","40,118.00","21.76","United Kingdom","London Stock Exchange","GBP"
"BKW","BKW N AG","Utilities","Equity","872,144.94","0.03","872,144.94","6,434.00","135.55","Switzerland","SIX Swiss Exchange","CHF"
"FTDR","FRONTDOOR INC","Consumer Discretionary","Equity","869,031.20","0.03","869,031.20","23,770.00","36.56","United States","NASDAQ","USD"
"6028","TECHNOPRO HOLDINGS INC","Industrials","Equity","869,039.99","0.03","869,039.99","29,200.00","29.76","Japan","Tokyo Stock Exchange","JPY"
"TRN","TRINITY INDUSTRIES INC","Industrials","Equity","867,243.36","0.03","867,243.36","30,623.00","28.32","United States","New York Stock Exchange Inc.","USD"
"BEZQ","BEZEQ ISRAELI TELECOMMUNICATION CO","Communication","Equity","866,883.75","0.03","866,883.75","669,722.00","1.29","Israel","Tel Aviv Stock Exchange","ILS"
"WAFD","WASHINGTON FEDERAL INC","Financials","Equity","865,724.46","0.03","865,724.46","24,162.00","35.83","United States","NASDAQ","USD"
"HCAT","HEALTH CATALYST INC","Health Care","Equity","865,191.60","0.03","865,191.60","17,784.00","48.65","United States","NASDAQ","USD"
"CORT","CORCEPT THERAPEUTICS INC","Health Care","Equity","863,798.44","0.03","863,798.44","38,666.00","22.34","United States","NASDAQ","USD"
"UFS","DOMTAR CORP","Materials","Equity","863,490.10","0.03","863,490.10","15,961.00","54.10","United States","New York Stock Exchange Inc.","USD"
"DOOR","MASONITE INTERNATIONAL CORP","Industrials","Equity","863,170.00","0.03","863,170.00","7,315.00","118.00","United States","New York Stock Exchange Inc.","USD"
"SPXC","SPX CORP","Industrials","Equity","862,995.51","0.03","862,995.51","12,753.00","67.67","United States","New York Stock Exchange Inc.","USD"
"RIOT","RIOT BLOCKCHAIN INC","Information Technology","Equity","862,842.54","0.03","862,842.54","23,646.00","36.49","United States","NASDAQ","USD"
"ULE","ULTRA ELECTRONICS HOLDINGS PLC","Industrials","Equity","862,045.31","0.03","862,045.31","19,994.00","43.12","United Kingdom","London Stock Exchange","GBP"
"SCL","STEPAN","Materials","Equity","861,786.80","0.03","861,786.80","6,790.00","126.92","United States","New York Stock Exchange Inc.","USD"
"VMUK","VIRGIN MONEY UK PLC","Financials","Equity","861,348.49","0.03","861,348.49","373,745.00","2.30","United Kingdom","London Stock Exchange","GBP"
"THRM","GENTHERM INC","Consumer Discretionary","Equity","861,080.64","0.03","861,080.64","10,568.00","81.48","United States","NASDAQ","USD"
"ARNC","ARCONIC CORP","Materials","Equity","861,145.20","0.03","861,145.20","28,142.00","30.60","United States","New York Stock Exchange Inc.","USD"
"IBP","INSTALLED BUILDING PRODUCTS INC","Consumer Discretionary","Equity","860,802.96","0.03","860,802.96","6,557.00","131.28","United States","New York Stock Exchange Inc.","USD"
"WBT","WELBILT INC","Industrials","Equity","860,313.86","0.03","860,313.86","36,239.00","23.74","United States","New York Stock Exchange Inc.","USD"
"TIETO","TIETO","Information Technology","Equity","859,455.83","0.03","859,455.83","27,513.00","31.24","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"SESG","SES SA FDR","Communication","Equity","858,743.90","0.03","858,743.90","102,156.00","8.41","France","Nyse Euronext - Euronext Paris","EUR"
"LDO","LEONARDO FINMECCANICA SPA","Industrials","Equity","857,792.86","0.03","857,792.86","112,358.00","7.63","Italy","Borsa Italiana","EUR"
"APAM","APERAM SA","Materials","Equity","857,833.38","0.03","857,833.38","15,015.00","57.13","France","Euronext Amsterdam","EUR"
"MGLN","MAGELLAN HEALTH INC","Health Care","Equity","857,578.00","0.03","857,578.00","9,050.00","94.76","United States","NASDAQ","USD"
"AFRY","AFRY","Industrials","Equity","856,892.38","0.03","856,892.38","28,984.00","29.56","Sweden","Nasdaq Omx Nordic","SEK"
"IWG","IWG","Real Estate","Equity","857,031.82","0.03","857,031.82","212,029.00","4.04","United Kingdom","London Stock Exchange","GBP"
"KCR","KONECRANES","Industrials","Equity","856,746.17","0.03","856,746.17","19,111.00","44.83","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"CDLX","CARDLYTICS INC","Communication","Equity","856,544.45","0.03","856,544.45","9,851.00","86.95","United States","NASDAQ","USD"
"7518","NET ONE SYSTEMS LTD","Information Technology","Equity","856,305.69","0.03","856,305.69","25,500.00","33.58","Japan","Tokyo Stock Exchange","JPY"
"HL","HECLA MINING","Materials","Equity","855,289.72","0.03","855,289.72","139,298.00","6.14","United States","New York Stock Exchange Inc.","USD"
"BYG","BIG YELLOW GROUP PLC","Real Estate","Equity","853,939.91","0.03","853,939.91","42,281.00","20.20","United Kingdom","London Stock Exchange","GBP"
"4443","SANSAN INC","Information Technology","Equity","852,710.59","0.03","852,710.59","7,200.00","118.43","Japan","Tokyo Stock Exchange","JPY"
"PRK","PARK NATIONAL CORP","Financials","Equity","852,566.52","0.03","852,566.52","6,123.00","139.24","United States","Nyse Mkt Llc","USD"
"VICR","VICOR CORP","Industrials","Equity","852,229.88","0.03","852,229.88","5,476.00","155.63","United States","NASDAQ","USD"
"XRX","XEROX HOLDINGS CORP","Information Technology","Equity","851,932.64","0.03","851,932.64","43,114.00","19.76","United States","NASDAQ","USD"
"ANF","ABERCROMBIE AND FITCH CLASS A","Consumer Discretionary","Equity","849,861.10","0.03","849,861.10","18,890.00","44.99","United States","New York Stock Exchange Inc.","USD"
"CDNA","CAREDX INC","Health Care","Equity","849,316.80","0.03","849,316.80","17,994.00","47.20","United States","NASDAQ","USD"
"ANN","ANSELL LTD","Health Care","Equity","847,843.30","0.03","847,843.30","35,858.00","23.64","Australia","Asx - All Markets","AUD"
"PSM","PROSIEBEN SAT.1 MEDIA N","Communication","Equity","847,951.33","0.03","847,951.33","49,176.00","17.24","Germany","Xetra","EUR"
"FTI","TECHNIPFMC PLC","Energy","Equity","846,310.14","0.03","846,310.14","120,557.00","7.02","United States","New York Stock Exchange Inc.","USD"
"ANDR","ANDRITZ AG","Industrials","Equity","845,782.08","0.03","845,782.08","15,663.00","54.00","Austria","Wiener Boerse Ag","EUR"
"SPWR","SUNPOWER CORP","Information Technology","Equity","845,768.70","0.03","845,768.70","27,030.00","31.29","United States","NASDAQ","USD"
"1911","SUMITOMO FORESTRY LTD","Consumer Discretionary","Equity","845,409.77","0.03","845,409.77","41,400.00","20.42","Japan","Tokyo Stock Exchange","JPY"
"3309","SEKISUI HOUSE REIT INC","Real Estate","Equity","845,473.86","0.03","845,473.86","1,129.00","748.87","Japan","Tokyo Stock Exchange","JPY"
"CARG","CARGURUS INC CLASS A","Communication","Equity","844,164.09","0.03","844,164.09","22,209.00","38.01","United States","NASDAQ","USD"
"MOBN","MOBIMO HOLDING AG","Real Estate","Equity","842,751.43","0.03","842,751.43","2,467.00","341.61","Switzerland","SIX Swiss Exchange","CHF"
"SSTK","SHUTTERSTOCK INC","Consumer Discretionary","Equity","842,127.16","0.03","842,127.16","7,091.00","118.76","United States","New York Stock Exchange Inc.","USD"
"WALL B","WALLENSTAM B","Real Estate","Equity","841,486.25","0.03","841,486.25","46,388.00","18.14","Sweden","Nasdaq Omx Nordic","SEK"
"ASIX","ADVANSIX INC","Materials","Equity","840,214.00","0.03","840,214.00","17,324.00","48.50","United States","New York Stock Exchange Inc.","USD"
"FBP","FIRST BANCORP","Financials","Equity","839,887.40","0.03","839,887.40","59,356.00","14.15","United States","New York Stock Exchange Inc.","USD"
"AGI","ALAMOS GOLD INC CLASS A","Materials","Equity","838,391.67","0.03","838,391.67","98,513.00","8.51","Canada","Toronto Stock Exchange","CAD"
"AMRC","AMERESCO INC CLASS A","Industrials","Equity","838,227.32","0.03","838,227.32","9,058.00","92.54","United States","New York Stock Exchange Inc.","USD"
"EZJ","EASYJET PLC","Industrials","Equity","837,297.45","0.03","837,297.45","99,910.00","8.38","United Kingdom","London Stock Exchange","GBP"
"DAE","DAETWYLER HOLDING AG","Industrials","Equity","837,074.49","0.03","837,074.49","2,021.00","414.19","Switzerland","SIX Swiss Exchange","CHF"
"3471","MITSUI FUDOSAN LOGISTICS PARK REIT","Real Estate","Equity","836,275.84","0.03","836,275.84","162.00","5,162.20","Japan","Tokyo Stock Exchange","JPY"
"GOOS","CANADA GOOSE HOLDINGS SUB VOTING I","Consumer Discretionary","Equity","836,173.30","0.03","836,173.30","17,385.00","48.10","Canada","Toronto Stock Exchange","CAD"
"PAGE","PAGEGROUP PLC","Industrials","Equity","836,131.05","0.03","836,131.05","95,473.00","8.76","United Kingdom","London Stock Exchange","GBP"
"VCYT","VERACYTE INC","Health Care","Equity","835,916.40","0.03","835,916.40","18,180.00","45.98","United States","NASDAQ","USD"
"7012","KAWASAKI HEAVY INDUSTRIES LTD","Industrials","Equity","835,351.39","0.03","835,351.39","45,900.00","18.20","Japan","Tokyo Stock Exchange","JPY"
"CAI","CA IMMOBILIEN ANLAGEN AG","Real Estate","Equity","834,001.37","0.03","834,001.37","18,518.00","45.04","Austria","Wiener Boerse Ag","EUR"
"IRTC","IRHYTHM TECHNOLOGIES INC","Health Care","Equity","833,578.20","0.03","833,578.20","8,190.00","101.78","United States","NASDAQ","USD"
"OMI","OWENS & MINOR INC","Health Care","Equity","833,504.55","0.03","833,504.55","19,869.00","41.95","United States","New York Stock Exchange Inc.","USD"
"ALTR","ALTAIR ENGINEERING INC CLASS A","Information Technology","Equity","832,865.04","0.03","832,865.04","10,794.00","77.16","United States","NASDAQ","USD"
"SVS","SAVILLS PLC","Real Estate","Equity","832,477.43","0.03","832,477.43","43,789.00","19.01","United Kingdom","London Stock Exchange","GBP"
"LMP","LONDONMETRIC PROPERTY REIT PLC","Real Estate","Equity","831,714.46","0.03","831,714.46","229,649.00","3.62","United Kingdom","London Stock Exchange","GBP"
"SPCE","VIRGIN GALACTIC HOLDINGS INC SHS C","Industrials","Equity","830,984.16","0.03","830,984.16","41,016.00","20.26","United States","New York Stock Exchange Inc.","USD"
"ARJO B","ARJO CLASS B","Health Care","Equity","830,353.55","0.03","830,353.55","58,933.00","14.09","Sweden","Nasdaq Omx Nordic","SEK"
"GLPG","GALAPAGOS NV","Health Care","Equity","830,541.67","0.03","830,541.67","15,080.00","55.08","Belgium","Euronext Amsterdam","EUR"
"AGR","ASSURA REIT PLC","Real Estate","Equity","829,863.23","0.03","829,863.23","843,152.00","0.98","United Kingdom","London Stock Exchange","GBP"
"FSS","FEDERAL SIGNAL CORP","Industrials","Equity","829,728.80","0.03","829,728.80","17,579.00","47.20","United States","New York Stock Exchange Inc.","USD"
"AUB","ATLANTIC UNION BANKSHARES CORP","Financials","Equity","828,561.48","0.03","828,561.48","22,436.00","36.93","United States","NASDAQ","USD"
"CBG","CLOSE BROS GROUP PLC","Financials","Equity","827,292.73","0.03","827,292.73","43,609.00","18.97","United Kingdom","London Stock Exchange","GBP"
"MRCY","MERCURY SYSTEMS INC","Industrials","Equity","826,683.84","0.03","826,683.84","15,849.00","52.16","United States","NASDAQ","USD"
"NUVA","NUVASIVE INC","Health Care","Equity","826,636.36","0.03","826,636.36","14,764.00","55.99","United States","NASDAQ","USD"
"TTGT","TECHTARGET INC","Communication","Equity","826,306.55","0.03","826,306.55","8,153.00","101.35","United States","NASDAQ","USD"
"7164","ZENKOKU HOSHO LTD","Financials","Equity","826,302.62","0.03","826,302.62","18,100.00","45.65","Japan","Tokyo Stock Exchange","JPY"
"ASC","ASOS PLC","Consumer Discretionary","Equity","826,070.69","0.03","826,070.69","21,726.00","38.02","United Kingdom","London Stock Exchange","GBP"
"ME8U","MAPLETREE INDUSTRIAL UNITS TRUST","Real Estate","Equity","826,035.14","0.03","826,035.14","418,014.00","1.98","Singapore","Singapore Exchange","SGD"
"PI","IMPINJ INC","Information Technology","Equity","824,676.86","0.03","824,676.86","11,263.00","73.22","United States","NASDAQ","USD"
"CYTK","CYTOKINETICS INC","Health Care","Equity","824,444.00","0.03","824,444.00","20,872.00","39.50","United States","NASDAQ","USD"
"PTCT","PTC THERAPEUTICS INC","Health Care","Equity","822,678.72","0.03","822,678.72","20,424.00","40.28","United States","NASDAQ","USD"
"NKT","NKT","Industrials","Equity","822,678.98","0.03","822,678.98","16,778.00","49.03","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"PDCO","PATTERSON COMPANIES INC","Health Care","Equity","822,441.60","0.03","822,441.60","24,624.00","33.40","United States","NASDAQ","USD"
"SANM","SANMINA CORP","Information Technology","Equity","821,139.64","0.03","821,139.64","20,668.00","39.73","United States","NASDAQ","USD"
"WERN","WERNER ENTERPRISES INC","Industrials","Equity","820,957.76","0.03","820,957.76","17,878.00","45.92","United States","NASDAQ","USD"
"JUN3","JUNGHEINRICH PREF AG","Industrials","Equity","820,571.90","0.03","820,571.90","15,609.00","52.57","Germany","Xetra","EUR"
"GXI","GERRESHEIMER AG","Health Care","Equity","819,837.19","0.03","819,837.19","9,021.00","90.88","Germany","Xetra","EUR"
"3279","ACTIVIA PROPERTIES REIT INC","Real Estate","Equity","818,884.16","0.03","818,884.16","205.00","3,994.56","Japan","Tokyo Stock Exchange","JPY"
"2175","SMS LTD","Industrials","Equity","818,471.53","0.03","818,471.53","20,400.00","40.12","Japan","Tokyo Stock Exchange","JPY"
"LGIH","LGI HOMES INC","Consumer Discretionary","Equity","818,005.86","0.03","818,005.86","5,922.00","138.13","United States","NASDAQ","USD"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Industrials","Equity","818,073.04","0.03","818,073.04","9,271.00","88.24","United States","New York Stock Exchange Inc.","USD"
"ETD","ETHAN ALLEN INTERIORS INC","Consumer Discretionary","Equity","816,513.12","0.03","816,513.12","33,084.00","24.68","United States","New York Stock Exchange Inc.","USD"
"GATX","GATX CORP","Industrials","Equity","816,246.90","0.03","816,246.90","7,805.00","104.58","United States","New York Stock Exchange Inc.","USD"
"KNOS","KAINOS GROUP PLC","Information Technology","Equity","816,048.50","0.03","816,048.50","29,748.00","27.43","United Kingdom","London Stock Exchange","GBP"
"3197","SKYLARK HOLDINGS LTD","Consumer Discretionary","Equity","815,605.99","0.03","815,605.99","61,200.00","13.33","Japan","Tokyo Stock Exchange","JPY"
"CWK","CUSHMAN AND WAKEFIELD PLC","Real Estate","Equity","814,960.90","0.03","814,960.90","43,234.00","18.85","United States","New York Stock Exchange Inc.","USD"
"SRE","SIRIUS REAL ESTATE LTD","Real Estate","Equity","814,493.72","0.03","814,493.72","428,127.00","1.90","United Kingdom","London Stock Exchange","GBP"
"AGIO","AGIOS PHARMACEUTICALS INC","Health Care","Equity","814,574.52","0.03","814,574.52","18,948.00","42.99","United States","NASDAQ","USD"
"BRG","BORREGAARD","Materials","Equity","814,327.08","0.03","814,327.08","32,571.00","25.00","Norway","Oslo Bors Asa","NOK"
"A2A","A2A","Utilities","Equity","814,063.57","0.03","814,063.57","383,475.00","2.12","Italy","Borsa Italiana","EUR"
"SRBNK","SPAREBANK SR-BANK","Financials","Equity","812,042.63","0.03","812,042.63","53,225.00","15.26","Norway","Oslo Bors Asa","NOK"
"SWCH","SWITCH INC CLASS A","Information Technology","Equity","811,877.85","0.03","811,877.85","34,041.00","23.85","United States","New York Stock Exchange Inc.","USD"
"6856","HORIBA LTD","Information Technology","Equity","811,202.32","0.03","811,202.32","12,000.00","67.60","Japan","Tokyo Stock Exchange","JPY"
"ALLK","ALLAKOS INC","Health Care","Equity","811,302.40","0.03","811,302.40","9,640.00","84.16","United States","NASDAQ","USD"
"ENTRA","ENTRA","Real Estate","Equity","811,130.76","0.03","811,130.76","33,279.00","24.37","Norway","Oslo Bors Asa","NOK"
"CCC","COMPUTACENTER PLC","Information Technology","Equity","810,321.89","0.03","810,321.89","22,030.00","36.78","United Kingdom","London Stock Exchange","GBP"
"WWW","WOLVERINE WORLD WIDE INC","Consumer Discretionary","Equity","809,774.28","0.03","809,774.28","24,252.00","33.39","United States","New York Stock Exchange Inc.","USD"
"JYSK","JYSKE BANK","Financials","Equity","808,680.55","0.03","808,680.55","15,065.00","53.68","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"WOR","WORLEY LTD","Energy","Equity","807,802.99","0.03","807,802.99","107,724.00","7.50","Australia","Asx - All Markets","AUD"
"VIRP","VIRBAC SA","Health Care","Equity","806,691.24","0.03","806,691.24","1,704.00","473.41","France","Nyse Euronext - Euronext Paris","EUR"
"6967","SHINKO ELECTRIC INDUSTRIES LTD","Information Technology","Equity","806,268.38","0.03","806,268.38","18,800.00","42.89","Japan","Tokyo Stock Exchange","JPY"
"CTRE","CARETRUST REIT INC","Real Estate","Equity","805,271.49","0.03","805,271.49","37,753.00","21.33","United States","NASDAQ","USD"
"AIXA","AIXTRON","Information Technology","Equity","804,681.26","0.03","804,681.26","34,078.00","23.61","Germany","Xetra","EUR"
"HUBG","HUB GROUP INC CLASS A","Industrials","Equity","804,369.96","0.03","804,369.96","9,843.00","81.72","United States","NASDAQ","USD"
"GRI","GRAINGER PLC","Real Estate","Equity","803,506.63","0.03","803,506.63","192,997.00","4.16","United Kingdom","London Stock Exchange","GBP"
"IOVA","IOVANCE BIOTHERAPEUTICS INC","Health Care","Equity","802,713.60","0.03","802,713.60","34,304.00","23.40","United States","NASDAQ","USD"
"ZUO","ZUORA INC CLASS A","Information Technology","Equity","801,956.75","0.03","801,956.75","36,043.00","22.25","United States","New York Stock Exchange Inc.","USD"
"DOMO","DOMO INC CLASS B","Information Technology","Equity","801,875.55","0.03","801,875.55","9,415.00","85.17","United States","NASDAQ","USD"
"IRBT","IROBOT CORP","Consumer Discretionary","Equity","801,789.60","0.03","801,789.60","8,780.00","91.32","United States","NASDAQ","USD"
"MTS","METCASH LTD","Consumer Staples","Equity","801,121.37","0.03","801,121.37","264,873.00","3.02","Australia","Asx - All Markets","AUD"
"ARB","ARB CORPORATION CORP LTD","Consumer Discretionary","Equity","800,953.51","0.03","800,953.51","20,641.00","38.80","Australia","Asx - All Markets","AUD"
"MP1","MEGAPORT LTD","Information Technology","Equity","800,949.07","0.03","800,949.07","53,405.00","15.00","Australia","Asx - All Markets","AUD"
"CERV","CERVED INFORMATION SOLUTIONS","Financials","Equity","800,610.16","0.03","800,610.16","67,482.00","11.86","Italy","Borsa Italiana","EUR"
"AVA","AVISTA CORP","Utilities","Equity","800,511.40","0.03","800,511.40","19,630.00","40.78","United States","New York Stock Exchange Inc.","USD"
"DY","DYCOM INDUSTRIES INC","Industrials","Equity","799,308.15","0.03","799,308.15","9,671.00","82.65","United States","New York Stock Exchange Inc.","USD"
"PLXS","PLEXUS CORP","Information Technology","Equity","799,297.92","0.03","799,297.92","8,628.00","92.64","United States","NASDAQ","USD"
"AXFO","AXFOOD","Consumer Staples","Equity","797,267.43","0.03","797,267.43","30,625.00","26.03","Sweden","Nasdaq Omx Nordic","SEK"
"VBK","VERBIO VEREINIGTE BIOENERGIE AG","Energy","Equity","797,343.63","0.03","797,343.63","9,798.00","81.38","Germany","Xetra","EUR"
"8964","FRONTIER REAL ESTATE INVESTMENT TR","Real Estate","Equity","796,979.94","0.03","796,979.94","178.00","4,477.42","Japan","Tokyo Stock Exchange","JPY"
"MOGA","MOOG INC CLASS A","Industrials","Equity","796,441.53","0.03","796,441.53","9,721.00","81.93","United States","New York Stock Exchange Inc.","USD"
"MDC","MDC HOLDINGS INC","Consumer Discretionary","Equity","796,015.40","0.03","796,015.40","15,716.00","50.65","United States","New York Stock Exchange Inc.","USD"
"ILU","ILUKA RESOURCES LTD","Materials","Equity","795,956.33","0.03","795,956.33","122,354.00","6.51","Australia","Asx - All Markets","AUD"
