Fund Holdings as of,"10/Nov/2021"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"KOJAMO","KOJAMO","Real Estate","Equity","795,536.44","0.03","795,536.44","33,333.00","23.87","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"VONN","VONTOBEL HOLDING AG","Financials","Equity","795,573.26","0.03","795,573.26","9,280.00","85.73","Switzerland","SIX Swiss Exchange","CHF"
"UNF","UNIFIRST CORP","Industrials","Equity","793,072.00","0.03","793,072.00","3,880.00","204.40","United States","New York Stock Exchange Inc.","USD"
"FOLD","AMICUS THERAPEUTICS INC","Health Care","Equity","792,774.36","0.03","792,774.36","69,057.00","11.48","United States","NASDAQ","USD"
"APAM","ARTISAN PARTNERS ASSET MANAGEMENT","Financials","Equity","792,750.20","0.03","792,750.20","15,667.00","50.60","United States","New York Stock Exchange Inc.","USD"
"6113","AMADA LTD","Industrials","Equity","791,367.37","0.03","791,367.37","79,700.00","9.93","Japan","Tokyo Stock Exchange","JPY"
"JM","JM","Consumer Discretionary","Equity","790,736.63","0.03","790,736.63","18,646.00","42.41","Sweden","Nasdaq Omx Nordic","SEK"
"NDA","AURUBIS AG","Materials","Equity","790,903.96","0.03","790,903.96","8,869.00","89.18","Germany","Xetra","EUR"
"JWA","JOHN WILEY AND SONS INC CLASS A","Communication","Equity","789,448.32","0.03","789,448.32","14,544.00","54.28","United States","New York Stock Exchange Inc.","USD"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","789,384.54","0.03","789,384.54","32,809.00","24.06","United States","NASDAQ","USD"
"BOO","BOOHOO GROUP","Consumer Discretionary","Equity","789,161.88","0.03","789,161.88","289,814.00","2.72","United Kingdom","London Stock Exchange","GBP"
"PRMW","PRIMO WATER CORP","Consumer Staples","Equity","788,200.17","0.03","788,200.17","41,524.00","18.98","Canada","Toronto Stock Exchange","CAD"
"AZM","AZIMUT HOLDING","Financials","Equity","787,205.80","0.03","787,205.80","26,896.00","29.27","Italy","Borsa Italiana","EUR"
"PXT","PAREX RESOURCES INC","Energy","Equity","786,606.29","0.03","786,606.29","44,838.00","17.54","Canada","Toronto Stock Exchange","CAD"
"VIS","VISCOFAN SA","Consumer Staples","Equity","786,363.39","0.03","786,363.39","11,690.00","67.27","Spain","Bolsa De Madrid","EUR"
"UCBI","UNITED COMMUNITY BANKS INC","Financials","Equity","786,372.60","0.03","786,372.60","21,723.00","36.20","United States","NASDAQ","USD"
"BRC","BRADY NONVOTING CORP CLASS A","Industrials","Equity","785,460.96","0.03","785,460.96","14,328.00","54.82","United States","New York Stock Exchange Inc.","USD"
"YELP","YELP INC","Communication","Equity","785,481.24","0.03","785,481.24","20,676.00","37.99","United States","New York Stock Exchange Inc.","USD"
"COTY","COTY INC CLASS A","Consumer Staples","Equity","785,375.64","0.03","785,375.64","75,012.00","10.47","United States","New York Stock Exchange Inc.","USD"
"RCII","RENT-A-CENTER INC","Consumer Discretionary","Equity","785,054.64","0.03","785,054.64","17,022.00","46.12","United States","NASDAQ","USD"
"RVLV","REVOLVE GROUP CLASS A INC","Consumer Discretionary","Equity","784,419.30","0.03","784,419.30","9,793.00","80.10","United States","New York Stock Exchange Inc.","USD"
"VGR","VECTOR GROUP LTD","Consumer Staples","Equity","782,524.08","0.03","782,524.08","51,012.00","15.34","United States","New York Stock Exchange Inc.","USD"
"MGNI","MAGNITE INC","Communication","Equity","781,911.06","0.03","781,911.06","34,798.00","22.47","United States","NASDAQ","USD"
"SBMO","SBM OFFSHORE NV","Energy","Equity","780,795.14","0.03","780,795.14","48,436.00","16.12","Netherlands","Euronext Amsterdam","EUR"
"OFC","CORPORATE OFFICE PROPERTIES TRUST","Real Estate","Equity","780,697.68","0.03","780,697.68","27,606.00","28.28","United States","New York Stock Exchange Inc.","USD"
"ARCB","ARCBEST CORP","Industrials","Equity","780,033.43","0.03","780,033.43","7,303.00","106.81","United States","NASDAQ","USD"
"IHRT","IHEARTMEDIA INC CLASS A","Communication","Equity","779,428.75","0.03","779,428.75","36,679.00","21.25","United States","NASDAQ","USD"
"JET2","JET2 PLC","Industrials","Equity","779,508.51","0.03","779,508.51","44,901.00","17.36","United Kingdom","London Stock Exchange","GBP"
"8985","JAPAN HOTEL INVESTMENT REIT CORP","Real Estate","Equity","779,396.87","0.03","779,396.87","1,329.00","586.45","Japan","Tokyo Stock Exchange","JPY"
"SAAB B","SAAB B","Industrials","Equity","779,042.24","0.03","779,042.24","27,244.00","28.60","Sweden","Nasdaq Omx Nordic","SEK"
"BLX","BORALEX INC CLASS A","Utilities","Equity","778,405.56","0.03","778,405.56","25,982.00","29.96","Canada","Toronto Stock Exchange","CAD"
"TOWN","TOWNEBANK","Financials","Equity","777,658.24","0.03","777,658.24","23,594.00","32.96","United States","NASDAQ","USD"
"OM","OUTSET MEDICAL INC","Health Care","Equity","777,029.40","0.03","777,029.40","14,860.00","52.29","United States","NASDAQ","USD"
"BFSA","BEFESA SA","Industrials","Equity","774,622.00","0.03","774,622.00","10,935.00","70.84","Germany","Xetra","EUR"
"7013","IHI CORP","Industrials","Equity","774,041.53","0.03","774,041.53","34,400.00","22.50","Japan","Tokyo Stock Exchange","JPY"
"PME","PRO MEDICUS LTD","Health Care","Equity","773,716.19","0.03","773,716.19","17,724.00","43.65","Australia","Asx - All Markets","AUD"
"FOUR","SHIFT4 PAYMENTS INC CLASS A","Information Technology","Equity","771,706.23","0.03","771,706.23","11,317.00","68.19","United States","New York Stock Exchange Inc.","USD"
"FBC","FLAGSTAR BANCORP INC","Financials","Equity","771,281.94","0.03","771,281.94","15,906.00","48.49","United States","New York Stock Exchange Inc.","USD"
"RWS","RWS HOLDINGS PLC","Industrials","Equity","771,245.98","0.03","771,245.98","95,802.00","8.05","United Kingdom","London Stock Exchange","GBP"
"AAT","AMERICAN ASSETS TRUST REIT INC","Real Estate","Equity","771,340.44","0.03","771,340.44","19,617.00","39.32","United States","New York Stock Exchange Inc.","USD"
"CPE","CALLON PETROLEUM","Energy","Equity","769,604.85","0.03","769,604.85","12,915.00","59.59","United States","New York Stock Exchange Inc.","USD"
"VCT","VICTREX PLC","Materials","Equity","769,480.29","0.03","769,480.29","24,469.00","31.45","United Kingdom","London Stock Exchange","GBP"
"VSH","VISHAY INTERTECHNOLOGY INC","Information Technology","Equity","768,550.74","0.03","768,550.74","37,146.00","20.69","United States","New York Stock Exchange Inc.","USD"
"BIGC","BIGCOMMERCE HOLDINGS INC SERIES","Information Technology","Equity","767,838.22","0.03","767,838.22","12,853.00","59.74","United States","NASDAQ","USD"
"BOKF","BOK FINANCIAL CORP","Financials","Equity","767,152.07","0.03","767,152.07","7,013.00","109.39","United States","NASDAQ","USD"
"IDCC","INTERDIGITAL INC","Information Technology","Equity","766,929.87","0.03","766,929.87","10,773.00","71.19","United States","NASDAQ","USD"
"DOW","DOWNER EDI LTD","Industrials","Equity","766,913.66","0.03","766,913.66","168,905.00","4.54","Australia","Asx - All Markets","AUD"
"SHLS","SHOALS TECHNOLOGIES GROUP INC CLAS","Industrials","Equity","765,054.65","0.03","765,054.65","24,961.00","30.65","United States","NASDAQ","USD"
"CVCO","CAVCO INDUSTRIES INC","Consumer Discretionary","Equity","764,701.55","0.03","764,701.55","2,641.00","289.55","United States","NASDAQ","USD"
"RLJ","RLJ LODGING TRUST REIT","Real Estate","Equity","764,818.02","0.03","764,818.02","51,642.00","14.81","United States","New York Stock Exchange Inc.","USD"
"EDIT","EDITAS MEDICINE INC","Health Care","Equity","764,317.08","0.03","764,317.08","20,172.00","37.89","United States","NASDAQ","USD"
"LNR","LINAMAR CORP","Consumer Discretionary","Equity","764,289.87","0.03","764,289.87","12,706.00","60.15","Canada","Toronto Stock Exchange","CAD"
"OTTR","OTTER TAIL CORP","Utilities","Equity","763,552.02","0.03","763,552.02","11,398.00","66.99","United States","NASDAQ","USD"
"NPO","ENPRO INDUSTRIES INC","Industrials","Equity","763,596.45","0.03","763,596.45","7,041.00","108.45","United States","New York Stock Exchange Inc.","USD"
"PVG","PRETIUM RESOURCES INC","Materials","Equity","763,067.06","0.03","763,067.06","52,373.00","14.57","Canada","Toronto Stock Exchange","CAD"
"AJBU","KEPPEL DC REIT","Real Estate","Equity","762,549.22","0.03","762,549.22","440,307.00","1.73","Singapore","Singapore Exchange","SGD"
"CVBF","CVB FINANCIAL CORP","Financials","Equity","762,532.32","0.03","762,532.32","36,784.00","20.73","United States","NASDAQ","USD"
"MX","METHANEX CORP","Materials","Equity","762,416.17","0.03","762,416.17","16,872.00","45.19","Canada","Toronto Stock Exchange","CAD"
"7729","TOKYO SEIMITSU LTD","Information Technology","Equity","762,196.57","0.03","762,196.57","16,600.00","45.92","Japan","Tokyo Stock Exchange","JPY"
"NOK","NOK CASH","Cash and/or Derivatives","Cash","762,154.48","0.03","762,154.48","6,554,109.00","11.63","Norway","-","NOK"
"SPT","SPIRENT COMMUNICATIONS","Information Technology","Equity","760,415.31","0.03","760,415.31","196,922.00","3.86","United Kingdom","London Stock Exchange","GBP"
"SYNT","SYNTHOMER PLC","Materials","Equity","759,973.91","0.03","759,973.91","112,585.00","6.75","United Kingdom","London Stock Exchange","GBP"
"ENR","ENERGIZER HOLDINGS INC","Consumer Staples","Equity","758,915.32","0.03","758,915.32","19,301.00","39.32","United States","New York Stock Exchange Inc.","USD"
"HTH","HILLTOP HOLDINGS INC","Financials","Equity","758,977.65","0.03","758,977.65","19,905.00","38.13","United States","New York Stock Exchange Inc.","USD"
"WWE","WORLD WRESTLING ENTERTAINMENT INC","Communication","Equity","756,809.52","0.03","756,809.52","13,688.00","55.29","United States","New York Stock Exchange Inc.","USD"
"INA","INGENIA COMMUNITIES GROUP STAPLED","Real Estate","Equity","755,801.52","0.03","755,801.52","163,282.00","4.63","Australia","Asx - All Markets","AUD"
"BBBY","BED BATH AND BEYOND INC","Consumer Discretionary","Equity","755,328.56","0.03","755,328.56","34,664.00","21.79","United States","NASDAQ","USD"
"BOSN","BOSSARD HOLDING AG","Industrials","Equity","754,933.70","0.03","754,933.70","1,943.00","388.54","Switzerland","SIX Swiss Exchange","CHF"
"SIX2","SIXT","Industrials","Equity","754,183.46","0.03","754,183.46","4,012.00","187.98","Germany","Xetra","EUR"
"MUSTI","MUSTI GROUP","Consumer Discretionary","Equity","753,687.25","0.03","753,687.25","18,610.00","40.50","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"IOSP","INNOSPEC INC","Materials","Equity","753,557.52","0.03","753,557.52","8,108.00","92.94","United States","NASDAQ","USD"
"CMP","COMPASS MINERALS INTERNATIONAL INC","Materials","Equity","753,299.76","0.03","753,299.76","10,586.00","71.16","United States","New York Stock Exchange Inc.","USD"
"IBOC","INTERNATIONAL BANCSHARES CORP","Financials","Equity","752,992.80","0.03","752,992.80","16,513.00","45.60","United States","NASDAQ","USD"
"EVTC","EVERTEC INC","Information Technology","Equity","752,428.56","0.03","752,428.56","17,124.00","43.94","United States","New York Stock Exchange Inc.","USD"
"MD","MEDNAX INC","Health Care","Equity","751,258.62","0.03","751,258.62","26,397.00","28.46","United States","New York Stock Exchange Inc.","USD"
"9706","JAPAN AIRPORT TERMINAL LTD","Industrials","Equity","750,941.57","0.03","750,941.57","14,400.00","52.15","Japan","Tokyo Stock Exchange","JPY"
"OPEN","OPENDOOR TECHNOLOGIES INC","Real Estate","Equity","750,426.88","0.03","750,426.88","38,444.00","19.52","United States","NASDAQ","USD"
"HYQ","HYPOPORT N","Financials","Equity","750,212.58","0.03","750,212.58","1,214.00","617.97","Germany","Xetra","EUR"
"KLED","KUNGSLEDEN","Real Estate","Equity","750,012.59","0.03","750,012.59","53,582.00","14.00","Sweden","Nasdaq Omx Nordic","SEK"
"RMBS","RAMBUS INC","Information Technology","Equity","749,496.06","0.03","749,496.06","31,203.00","24.02","United States","NASDAQ","USD"
"CWEN","CLEARWAY ENERGY INC CLASS C","Utilities","Equity","749,102.00","0.03","749,102.00","20,246.00","37.00","United States","New York Stock Exchange Inc.","USD"
"OUT1V","OUTOKUMPU","Materials","Equity","747,701.36","0.03","747,701.36","110,811.00","6.75","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"NKTR","NEKTAR THERAPEUTICS","Health Care","Equity","747,293.82","0.03","747,293.82","55,029.00","13.58","United States","NASDAQ","USD"
"BCC","BOISE CASCADE","Industrials","Equity","747,255.84","0.03","747,255.84","11,002.00","67.92","United States","New York Stock Exchange Inc.","USD"
"SVC","SERVICE PROPERTIES TRUST","Real Estate","Equity","746,804.04","0.03","746,804.04","64,996.00","11.49","United States","NASDAQ","USD"
"LSG","LEROY SEAFOOD GROUP","Consumer Staples","Equity","746,168.77","0.03","746,168.77","87,325.00","8.54","Norway","Oslo Bors Asa","NOK"
"MED","MEDIFAST INC","Consumer Staples","Equity","745,989.75","0.03","745,989.75","3,349.00","222.75","United States","New York Stock Exchange Inc.","USD"
"BAVA","BAVARIAN NORDIC","Health Care","Equity","745,777.97","0.03","745,777.97","15,609.00","47.78","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"LIAB","LINDAB INTERNATIONAL","Industrials","Equity","745,957.45","0.03","745,957.45","22,907.00","32.56","Sweden","Nasdaq Omx Nordic","SEK"
"SKT","TANGER FACTORY OUTLET CENTERS REIT","Real Estate","Equity","745,412.04","0.03","745,412.04","38,109.00","19.56","United States","New York Stock Exchange Inc.","USD"
"MDP","MEREDITH CORP","Communication","Equity","745,076.40","0.03","745,076.40","12,802.00","58.20","United States","New York Stock Exchange Inc.","USD"
"MNTV","MOMENTIVE GLOBAL INC","Information Technology","Equity","743,211.28","0.03","743,211.28","33,061.00","22.48","United States","NASDAQ","USD"
"ACA","ARCOSA INC","Industrials","Equity","743,160.18","0.03","743,160.18","13,371.00","55.58","United States","New York Stock Exchange Inc.","USD"
"A7RU","KEPPEL INFRA UNIT TRUST","Utilities","Equity","742,274.28","0.03","742,274.28","1,823,498.00","0.41","Singapore","Singapore Exchange","SGD"
"NTCT","NETSCOUT SYSTEMS INC","Information Technology","Equity","742,101.85","0.03","742,101.85","22,855.00","32.47","United States","NASDAQ","USD"
"SRAIL","STADLER RAIL AG","Industrials","Equity","741,975.55","0.03","741,975.55","16,303.00","45.51","Switzerland","SIX Swiss Exchange","CHF"
"KTOS","KRATOS DEFENSE AND SECURITY SOLUTI","Industrials","Equity","741,779.22","0.03","741,779.22","34,294.00","21.63","United States","NASDAQ","USD"
"A5G","AIB GROUP PLC","Financials","Equity","740,566.23","0.03","740,566.23","281,866.00","2.63","Ireland","Irish Stock Exchange - All Market","EUR"
"CSWI","CSW INDUSTRIALS INC","Industrials","Equity","739,862.55","0.03","739,862.55","5,235.00","141.33","United States","NASDAQ","USD"
"RIG","TRANSOCEAN LTD","Energy","Equity","738,576.00","0.03","738,576.00","214,080.00","3.45","United States","New York Stock Exchange Inc.","USD"
"5714","DOWA HOLDINGS LTD","Materials","Equity","737,983.41","0.03","737,983.41","18,000.00","41.00","Japan","Tokyo Stock Exchange","JPY"
"9065","SANKYU INC","Industrials","Equity","738,115.10","0.03","738,115.10","17,700.00","41.70","Japan","Tokyo Stock Exchange","JPY"
"NUS","NU SKIN ENTERPRISES INC CLASS A","Consumer Staples","Equity","737,241.96","0.03","737,241.96","16,471.00","44.76","United States","New York Stock Exchange Inc.","USD"
"T39","SINGAPORE PRESS HOLDINGS LTD","Communication","Equity","736,492.62","0.03","736,492.62","460,700.00","1.60","Singapore","Singapore Exchange","SGD"
"COKE","COCA COLA CONSOLIDATED INC","Consumer Staples","Equity","736,320.00","0.03","736,320.00","1,534.00","480.00","United States","NASDAQ","USD"
"BOKA","KONINKLIJKE BOSKALIS WESTMINSTER N","Industrials","Equity","734,942.25","0.03","734,942.25","23,933.00","30.71","Netherlands","Euronext Amsterdam","EUR"
"ESE","ESCO TECHNOLOGIES INC","Industrials","Equity","734,335.92","0.03","734,335.92","8,172.00","89.86","United States","New York Stock Exchange Inc.","USD"
"BUSE","FIRST BUSEY CORP","Financials","Equity","733,636.02","0.03","733,636.02","26,962.00","27.21","United States","NASDAQ","USD"
"KORI","KORIAN SA","Health Care","Equity","733,541.07","0.03","733,541.07","22,519.00","32.57","France","Nyse Euronext - Euronext Paris","EUR"
"INDV","INDIVIOR PLC","Health Care","Equity","732,344.99","0.03","732,344.99","221,313.00","3.31","United Kingdom","London Stock Exchange","GBP"
"CHN","CHALICE MINING LTD","Materials","Equity","732,520.29","0.03","732,520.29","109,026.00","6.72","Australia","Asx - All Markets","AUD"
"NSTG","NANOSTRING TECHNOLOGIES INC","Health Care","Equity","731,954.25","0.03","731,954.25","15,999.00","45.75","United States","NASDAQ","USD"
"SNBR","SLEEP NUMBER CORP","Consumer Discretionary","Equity","731,758.10","0.03","731,758.10","8,615.00","84.94","United States","NASDAQ","USD"
"VAR1","VARTA AG","Industrials","Equity","730,572.38","0.03","730,572.38","5,456.00","133.90","Germany","Xetra","EUR"
"8114","DESCENTE LTD","Consumer Discretionary","Equity","730,345.46","0.03","730,345.46","18,800.00","38.85","Japan","Tokyo Stock Exchange","JPY"
"TA","TRANSALTA CORP","Utilities","Equity","729,776.80","0.03","729,776.80","65,614.00","11.12","Canada","Toronto Stock Exchange","CAD"
"NOLA B","NOLATO CLASS B","Industrials","Equity","729,449.13","0.03","729,449.13","54,447.00","13.40","Sweden","Nasdaq Omx Nordic","SEK"
"STAR","ISTAR REIT INC","Real Estate","Equity","729,151.83","0.03","729,151.83","27,969.00","26.07","United States","New York Stock Exchange Inc.","USD"
"HER","HERA","Utilities","Equity","728,352.02","0.03","728,352.02","175,307.00","4.15","Italy","Borsa Italiana","EUR"
"PEAB B","PEAB CLASS B","Industrials","Equity","728,057.35","0.03","728,057.35","56,994.00","12.77","Sweden","Nasdaq Omx Nordic","SEK"
"BBY","BALFOUR BEATTY PLC","Industrials","Equity","726,884.69","0.03","726,884.69","216,316.00","3.36","United Kingdom","London Stock Exchange","GBP"
"14","HYSAN DEVELOPMENT LTD","Real Estate","Equity","726,643.60","0.03","726,643.60","210,000.00","3.46","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
