iShares Russell 3000 ETF
Fund Holdings as of,"Nov 09, 2021"
Inception Date,"May 22, 2000"
Shares Outstanding,"45,850,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"AGCO","AGCO CORP","Industrials","Equity","2,013,600.04","0.02","2,013,600.04","16,486.00","122.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING LTD","Financials","Equity","2,009,958.28","0.02","2,009,958.28","12,886.00","155.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTA","HEALTHCARE TRUST OF AMERICA REIT I","Real Estate","Equity","2,008,970.53","0.02","2,008,970.53","59,773.00","33.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QS","QUANTUMSCAPE CORP CLASS A","Consumer Discretionary","Equity","2,006,371.40","0.02","2,006,371.40","54,610.00","36.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNXC","CONCENTRIX CORP","Information Technology","Equity","2,001,812.26","0.02","2,001,812.26","11,039.00","181.34","United States","NASDAQ","USD","1.00","USD","-"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Real Estate","Equity","1,996,167.76","0.02","1,996,167.76","80,882.00","24.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SF","STIFEL FINANCIAL CORP","Financials","Equity","1,992,397.96","0.02","1,992,397.96","26,278.00","75.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XPO","XPO LOGISTICS INC","Industrials","Equity","1,984,589.16","0.02","1,984,589.16","25,644.00","77.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLD","AMERICOLD REALTY TRUST","Real Estate","Equity","1,975,869.28","0.02","1,975,869.28","67,528.00","29.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VOYA","VOYA FINANCIAL INC","Financials","Equity","1,973,056.68","0.02","1,973,056.68","29,922.00","65.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Financials","Equity","1,970,655.12","0.02","1,970,655.12","75,678.00","26.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RPD","RAPID7 INC","Information Technology","Equity","1,967,396.04","0.02","1,967,396.04","14,204.00","138.51","United States","NASDAQ","USD","1.00","USD","-"
"INSP","INSPIRE MEDICAL SYSTEMS INC","Health Care","Equity","1,964,374.40","0.02","1,964,374.40","7,060.00","278.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","1,963,051.18","0.02","1,963,051.18","17,674.00","111.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSTG","PURE STORAGE INC CLASS A","Information Technology","Equity","1,958,987.94","0.02","1,958,987.94","67,879.00","28.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWAV","SHOCKWAVE MEDICAL INC","Health Care","Equity","1,941,998.30","0.02","1,941,998.30","8,965.00","216.62","United States","NASDAQ","USD","1.00","USD","-"
"IAA","IAA INC","Industrials","Equity","1,939,124.73","0.02","1,939,124.73","36,539.00","53.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Financials","Equity","1,936,687.38","0.02","1,936,687.38","75,711.00","25.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALK","ALASKA AIR GROUP INC","Industrials","Equity","1,934,918.70","0.02","1,934,918.70","32,890.00","58.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","1,914,170.46","0.02","1,914,170.46","29,774.00","64.29","United States","NASDAQ","USD","1.00","USD","-"
"SRPT","SAREPTA THERAPEUTICS INC","Health Care","Equity","1,914,499.89","0.02","1,914,499.89","21,773.00","87.93","United States","NASDAQ","USD","1.00","USD","-"
"GTLS","CHART INDUSTRIES INC","Industrials","Equity","1,914,923.65","0.02","1,914,923.65","9,715.00","197.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVST","ENVISTA HOLDINGS CORP","Health Care","Equity","1,910,352.40","0.02","1,910,352.40","43,516.00","43.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MARA","MARATHON DIGITAL HOLDINGS INC","Information Technology","Equity","1,909,706.82","0.02","1,909,706.82","25,098.00","76.09","United States","NASDAQ","USD","1.00","USD","-"
"PB","PROSPERITY BANCSHARES INC","Financials","Equity","1,905,111.00","0.01","1,905,111.00","24,700.00","77.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHK","CHESAPEAKE ENERGY CORP","Energy","Equity","1,903,876.20","0.01","1,903,876.20","28,260.00","67.37","United States","NASDAQ","USD","1.00","USD","-"
"TOL","TOLL BROTHERS INC","Consumer Discretionary","Equity","1,899,852.57","0.01","1,899,852.57","29,727.00","63.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PII","POLARIS INDUSTRIES INC","Consumer Discretionary","Equity","1,891,392.10","0.01","1,891,392.10","15,665.00","120.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","1,886,255.70","0.01","1,886,255.70","20,445.00","92.26","United States","NASDAQ","USD","1.00","USD","-"
"RGLD","ROYAL GOLD INC","Materials","Equity","1,882,365.92","0.01","1,882,365.92","18,058.00","104.24","United States","NASDAQ","USD","1.00","USD","-"
"STAG","STAG INDUSTRIAL REIT INC","Real Estate","Equity","1,879,662.40","0.01","1,879,662.40","44,384.00","42.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","1,873,808.64","0.01","1,873,808.64","29,574.00","63.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WWD","WOODWARD INC","Industrials","Equity","1,870,199.42","0.01","1,870,199.42","15,662.00","119.41","United States","NASDAQ","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","1,864,259.48","0.01","1,864,259.48","40,204.00","46.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNV","SYNOVUS FINANCIAL CORP","Financials","Equity","1,864,014.00","0.01","1,864,014.00","37,848.00","49.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIN","FIRST FINANCIAL BANKSHARES INC","Financials","Equity","1,863,320.72","0.01","1,863,320.72","34,744.00","53.63","United States","NASDAQ","USD","1.00","USD","-"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Consumer Discretionary","Equity","1,855,582.57","0.01","1,855,582.57","10,939.00","169.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMG","SCOTTS MIRACLE GRO","Materials","Equity","1,852,888.96","0.01","1,852,888.96","10,816.00","171.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MORN","MORNINGSTAR INC","Financials","Equity","1,853,383.73","0.01","1,853,383.73","5,939.00","312.07","United States","NASDAQ","USD","1.00","USD","-"
"EME","EMCOR GROUP INC","Industrials","Equity","1,849,039.68","0.01","1,849,039.68","14,059.00","131.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUN","HUNTSMAN CORP","Materials","Equity","1,839,215.72","0.01","1,839,215.72","54,706.00","33.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COR","CORESITE REALTY REIT CORP","Real Estate","Equity","1,831,685.60","0.01","1,831,685.60","11,384.00","160.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BPOP","POPULAR INC","Financials","Equity","1,828,108.92","0.01","1,828,108.92","22,044.00","82.93","United States","NASDAQ","USD","1.00","USD","-"
"MRTX","MIRATI THERAPEUTICS INC","Health Care","Equity","1,818,714.24","0.01","1,818,714.24","10,836.00","167.84","United States","NASDAQ","USD","1.00","USD","-"
"AXTA","AXALTA COATING SYSTEMS LTD","Materials","Equity","1,810,579.50","0.01","1,810,579.50","56,142.00","32.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IIVI","II VI INC","Information Technology","Equity","1,807,383.08","0.01","1,807,383.08","28,148.00","64.21","United States","NASDAQ","USD","1.00","USD","-"
"X","US STEEL CORP","Materials","Equity","1,806,394.24","0.01","1,806,394.24","69,184.00","26.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC CLASS A","Communication","Equity","1,806,220.24","0.01","1,806,220.24","10,648.00","169.63","United States","NASDAQ","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","1,801,466.08","0.01","1,801,466.08","18,058.00","99.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","1,799,054.26","0.01","1,799,054.26","10,163.00","177.02","United States","NASDAQ","USD","1.00","USD","-"
"MSTR","MICROSTRATEGY INC CLASS A","Information Technology","Equity","1,797,907.93","0.01","1,797,907.93","2,093.00","859.01","United States","NASDAQ","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","1,795,203.20","0.01","1,795,203.20","11,984.00","149.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRNS","VARONIS SYSTEMS INC","Information Technology","Equity","1,791,514.32","0.01","1,791,514.32","27,681.00","64.72","United States","NASDAQ","USD","1.00","USD","-"
"WK","WORKIVA INC CLASS A","Information Technology","Equity","1,790,099.65","0.01","1,790,099.65","11,129.00","160.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEX","WEX INC","Information Technology","Equity","1,789,837.70","0.01","1,789,837.70","11,783.00","151.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IIPR","INNOVATIVE INDUSTRIAL PROPERTIES I","Real Estate","Equity","1,786,449.60","0.01","1,786,449.60","6,362.00","280.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","1,783,639.00","0.01","1,783,639.00","49,892.00","35.75","United States","NASDAQ","USD","1.00","USD","-"
"BL","BLACKLINE INC","Information Technology","Equity","1,782,962.30","0.01","1,782,962.30","13,570.00","131.39","United States","NASDAQ","USD","1.00","USD","-"
"OGE","OGE ENERGY CORP","Utilities","Equity","1,780,678.44","0.01","1,780,678.44","52,204.00","34.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHVN","BIOHAVEN PHARMACEUTICAL HOLDING CO","Health Care","Equity","1,779,789.84","0.01","1,779,789.84","14,622.00","121.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GT","GOODYEAR TIRE & RUBBER","Consumer Discretionary","Equity","1,777,830.24","0.01","1,777,830.24","75,846.00","23.44","United States","NASDAQ","USD","1.00","USD","-"
"PRGO","PERRIGO PLC","Health Care","Equity","1,767,668.67","0.01","1,767,668.67","37,269.00","47.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMBA","AMBARELLA INC","Information Technology","Equity","1,766,321.25","0.01","1,766,321.25","8,755.00","201.75","United States","NASDAQ","USD","1.00","USD","-"
"ROLL","RBC BEARINGS INC","Industrials","Equity","1,764,901.59","0.01","1,764,901.59","7,351.00","240.09","United States","NASDAQ","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Real Estate","Equity","1,755,136.96","0.01","1,755,136.96","61,627.00","28.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","1,752,834.30","0.01","1,752,834.30","18,578.00","94.35","United States","NASDAQ","USD","1.00","USD","-"
"NEWR","NEW RELIC INC","Information Technology","Equity","1,747,833.75","0.01","1,747,833.75","13,875.00","125.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CACI","CACI INTERNATIONAL INC CLASS A","Industrials","Equity","1,744,751.91","0.01","1,744,751.91","6,117.00","285.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRI","PRIMERICA INC","Financials","Equity","1,744,080.55","0.01","1,744,080.55","10,715.00","162.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHAL","AMERCO","Industrials","Equity","1,740,182.10","0.01","1,740,182.10","2,335.00","745.26","United States","NASDAQ","USD","1.00","USD","-"
"STNE","STONECO LTD CLASS A","Information Technology","Equity","1,735,315.45","0.01","1,735,315.45","58,685.00","29.57","United States","NASDAQ","USD","1.00","USD","-"
"HBI","HANESBRANDS INC","Consumer Discretionary","Equity","1,733,780.36","0.01","1,733,780.36","95,948.00","18.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","1,731,813.43","0.01","1,731,813.43","10,679.00","162.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASGN","ASGN INC","Industrials","Equity","1,710,895.58","0.01","1,710,895.58","13,423.00","127.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POST","POST HOLDINGS INC","Consumer Staples","Equity","1,708,654.92","0.01","1,708,654.92","16,086.00","106.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFX","COLFAX CORP","Industrials","Equity","1,703,624.00","0.01","1,703,624.00","32,762.00","52.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GBCI","GLACIER BANCORP INC","Financials","Equity","1,683,007.62","0.01","1,683,007.62","28,686.00","58.67","United States","NASDAQ","USD","1.00","USD","-"
"COHR","COHERENT INC","Information Technology","Equity","1,680,192.36","0.01","1,680,192.36","6,468.00","259.77","United States","NASDAQ","USD","1.00","USD","-"
"BPMC","BLUEPRINT MEDICINES CORP","Health Care","Equity","1,674,706.55","0.01","1,674,706.55","14,569.00","114.95","United States","NASDAQ","USD","1.00","USD","-"
"SKX","SKECHERS USA INC CLASS A","Consumer Discretionary","Equity","1,672,366.80","0.01","1,672,366.80","35,282.00","47.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPT","SPROUT SOCIAL INC CLASS A","Information Technology","Equity","1,663,956.00","0.01","1,663,956.00","11,718.00","142.00","United States","NASDAQ","USD","1.00","USD","-"
"MEDP","MEDPACE HOLDINGS INC","Health Care","Equity","1,663,956.00","0.01","1,663,956.00","7,455.00","223.20","United States","NASDAQ","USD","1.00","USD","-"
"APPS","DIGITAL TURBINE INC","Information Technology","Equity","1,656,347.35","0.01","1,656,347.35","22,799.00","72.65","United States","NASDAQ","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH CORP","Health Care","Equity","1,651,532.39","0.01","1,651,532.39","25,777.00","64.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","1,637,141.76","0.01","1,637,141.76","80,568.00","20.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KBR","KBR INC","Industrials","Equity","1,637,512.56","0.01","1,637,512.56","36,732.00","44.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","1,634,827.60","0.01","1,634,827.60","44,570.00","36.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMTC","SEMTECH CORP","Information Technology","Equity","1,633,525.00","0.01","1,633,525.00","18,100.00","90.25","United States","NASDAQ","USD","1.00","USD","-"
"VVV","VALVOLINE INC","Materials","Equity","1,632,051.50","0.01","1,632,051.50","46,925.00","34.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","1,631,165.00","0.01","1,631,165.00","13,900.00","117.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMED","AMEDISYS INC","Health Care","Equity","1,630,428.25","0.01","1,630,428.25","8,849.00","184.25","United States","NASDAQ","USD","1.00","USD","-"
"DEI","DOUGLAS EMMETT REIT INC","Real Estate","Equity","1,628,603.50","0.01","1,628,603.50","45,365.00","35.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TWST","TWIST BIOSCIENCE CORP","Health Care","Equity","1,625,095.68","0.01","1,625,095.68","12,704.00","127.92","United States","NASDAQ","USD","1.00","USD","-"
"PDCE","PDC ENERGY INC","Energy","Equity","1,615,070.38","0.01","1,615,070.38","27,698.00","58.31","United States","NASDAQ","USD","1.00","USD","-"
"EXPO","EXPONENT INC","Industrials","Equity","1,609,652.54","0.01","1,609,652.54","13,514.00","119.11","United States","NASDAQ","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","1,609,997.28","0.01","1,609,997.28","12,469.00","129.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","1,610,347.44","0.01","1,610,347.44","10,642.00","151.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PACW","PACWEST BANCORP","Financials","Equity","1,608,868.10","0.01","1,608,868.10","32,555.00","49.42","United States","NASDAQ","USD","1.00","USD","-"
"LPX","LOUISIANA PACIFIC CORP","Materials","Equity","1,606,366.32","0.01","1,606,366.32","24,664.00","65.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","1,603,955.25","0.01","1,603,955.25","21,975.00","72.99","United States","NASDAQ","USD","1.00","USD","-"
"CUZ","COUSINS PROPERTIES REIT INC","Real Estate","Equity","1,600,538.44","0.01","1,600,538.44","40,154.00","39.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POWI","POWER INTEGRATIONS INC","Information Technology","Equity","1,597,489.83","0.01","1,597,489.83","15,759.00","101.37","United States","NASDAQ","USD","1.00","USD","-"
"IPGP","IPG PHOTONICS CORP","Information Technology","Equity","1,597,569.60","0.01","1,597,569.60","9,480.00","168.52","United States","NASDAQ","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","1,596,712.04","0.01","1,596,712.04","26,279.00","60.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOG","HARLEY DAVIDSON INC","Consumer Discretionary","Equity","1,596,341.59","0.01","1,596,341.59","42,377.00","37.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VNT","VONTIER CORP","Information Technology","Equity","1,595,528.01","0.01","1,595,528.01","47,331.00","33.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS INC","Financials","Equity","1,591,411.00","0.01","1,591,411.00","29,746.00","53.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEG","LEGGETT & PLATT INC","Consumer Discretionary","Equity","1,590,549.08","0.01","1,590,549.08","36,598.00","43.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NYCB","NEW YORK COMMUNITY BANCORP INC","Financials","Equity","1,588,356.00","0.01","1,588,356.00","126,060.00","12.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOV","NOV INC","Energy","Equity","1,585,537.20","0.01","1,585,537.20","106,056.00","14.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JHG","JANUS HENDERSON GROUP PLC","Financials","Equity","1,579,447.59","0.01","1,579,447.59","32,613.00","48.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EEFT","EURONET WORLDWIDE INC","Information Technology","Equity","1,579,247.67","0.01","1,579,247.67","13,453.00","117.39","United States","NASDAQ","USD","1.00","USD","-"
"THO","THOR INDUSTRIES INC","Consumer Discretionary","Equity","1,577,968.34","0.01","1,577,968.34","14,642.00","107.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","1,578,503.04","0.01","1,578,503.04","6,987.00","225.92","United States","NASDAQ","USD","1.00","USD","-"
"SSB","SOUTHSTATE CORP","Financials","Equity","1,574,544.95","0.01","1,574,544.95","18,959.00","83.05","United States","NASDAQ","USD","1.00","USD","-"
"WCC","WESCO INTERNATIONAL INC","Industrials","Equity","1,574,853.73","0.01","1,574,853.73","11,743.00","134.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLB","DOLBY LABORATORIES INC CLASS A","Information Technology","Equity","1,558,301.00","0.01","1,558,301.00","17,509.00","89.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSFUT","CASH COLLATERAL MSFUT USD","Cash and/or Derivatives","Cash Collateral and Margins","1,547,459.03","0.01","1,547,459.03","1,547,459.00","100.00","United States","-","USD","1.00","USD","Feb 01, 2009"
"OZK","BANK OZK","Financials","Equity","1,546,593.73","0.01","1,546,593.73","32,471.00","47.63","United States","NASDAQ","USD","1.00","USD","-"
"SIRI","SIRIUS XM HOLDINGS INC","Communication","Equity","1,545,817.01","0.01","1,545,817.01","240,407.00","6.43","United States","NASDAQ","USD","1.00","USD","-"
"NATI","NATIONAL INSTRUMENTS CORP","Information Technology","Equity","1,543,934.52","0.01","1,543,934.52","35,298.00","43.74","United States","NASDAQ","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","1,543,981.20","0.01","1,543,981.20","83,730.00","18.44","United States","NASDAQ","USD","1.00","USD","-"
"EVBG","EVERBRIDGE INC","Information Technology","Equity","1,540,446.12","0.01","1,540,446.12","9,714.00","158.58","United States","NASDAQ","USD","1.00","USD","-"
"NOVT","NOVANTA INC","Information Technology","Equity","1,537,820.00","0.01","1,537,820.00","9,046.00","170.00","United States","NASDAQ","USD","1.00","USD","-"
"HELE","HELEN OF TROY LTD","Consumer Discretionary","Equity","1,532,326.50","0.01","1,532,326.50","6,450.00","237.57","United States","NASDAQ","USD","1.00","USD","-"
"RRC","RANGE RESOURCES CORP","Energy","Equity","1,530,999.68","0.01","1,530,999.68","63,056.00","24.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZD","ZIFF DAVIS INC","Communication","Equity","1,529,270.00","0.01","1,529,270.00","11,500.00","132.98","United States","NASDAQ","USD","1.00","USD","-"
"DOCN","DIGITALOCEAN HOLDINGS INC","Information Technology","Equity","1,523,654.32","0.01","1,523,654.32","13,064.00","116.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AR","ANTERO RESOURCES CORP","Energy","Equity","1,520,338.39","0.01","1,520,338.39","74,783.00","20.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CACC","CREDIT ACCEPTANCE CORP","Financials","Equity","1,520,336.07","0.01","1,520,336.07","2,307.00","659.01","United States","NASDAQ","USD","1.00","USD","-"
"PACB","PACIFIC BIOSCIENCES OF CALIFORNIA","Health Care","Equity","1,519,539.84","0.01","1,519,539.84","52,416.00","28.99","United States","NASDAQ","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Industrials","Equity","1,518,898.76","0.01","1,518,898.76","13,319.00","114.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAN","MANPOWER INC","Industrials","Equity","1,517,241.60","0.01","1,517,241.60","14,840.00","102.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GMED","GLOBUS MEDICAL INC CLASS A","Health Care","Equity","1,503,661.65","0.01","1,503,661.65","20,089.00","74.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLY","VALLEY NATIONAL","Financials","Equity","1,501,522.96","0.01","1,501,522.96","103,768.00","14.47","United States","NASDAQ","USD","1.00","USD","-"
"MDU","MDU RESOURCES GROUP INC","Utilities","Equity","1,502,707.82","0.01","1,502,707.82","52,579.00","28.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPK","GRAPHIC PACKAGING HOLDING","Materials","Equity","1,501,887.44","0.01","1,501,887.44","73,049.00","20.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVNT","AVIENT CORP","Materials","Equity","1,500,673.34","0.01","1,500,673.34","25,474.00","58.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AN","AUTONATION INC","Consumer Discretionary","Equity","1,500,303.46","0.01","1,500,303.46","11,989.00","125.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASH","ASHLAND GLOBAL INC","Materials","Equity","1,499,636.64","0.01","1,499,636.64","15,096.00","99.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLM","SLM CORP","Financials","Equity","1,497,847.71","0.01","1,497,847.71","80,921.00","18.51","United States","NASDAQ","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","1,496,498.60","0.01","1,496,498.60","9,715.00","154.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","1,495,742.36","0.01","1,495,742.36","59,402.00","25.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCR","NCR CORP","Information Technology","Equity","1,493,020.55","0.01","1,493,020.55","33,817.00","44.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BYND","BEYOND MEAT INC","Consumer Staples","Equity","1,490,525.89","0.01","1,490,525.89","15,211.00","97.99","United States","NASDAQ","USD","1.00","USD","-"
"ACHC","ACADIA HEALTHCARE COMPANY INC","Health Care","Equity","1,484,854.88","0.01","1,484,854.88","23,143.00","64.16","United States","NASDAQ","USD","1.00","USD","-"
"BBIO","BRIDGEBIO PHARMA INC","Health Care","Equity","1,482,656.66","0.01","1,482,656.66","29,066.00","51.01","United States","NASDAQ","USD","1.00","USD","-"
"HQY","HEALTHEQUITY INC","Health Care","Equity","1,479,735.40","0.01","1,479,735.40","21,697.00","68.20","United States","NASDAQ","USD","1.00","USD","-"
"JBT","JOHN BEAN TECHNOLOGIES CORP","Industrials","Equity","1,478,686.74","0.01","1,478,686.74","8,691.00","170.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","Industrials","Equity","1,477,192.68","0.01","1,477,192.68","7,074.00","208.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRCL","STERICYCLE INC","Industrials","Equity","1,475,549.67","0.01","1,475,549.67","24,241.00","60.87","United States","NASDAQ","USD","1.00","USD","-"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","1,474,106.25","0.01","1,474,106.25","10,875.00","135.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BCPC","BALCHEM CORP","Materials","Equity","1,471,989.75","0.01","1,471,989.75","8,975.00","164.01","United States","NASDAQ","USD","1.00","USD","-"
"STAA","STAAR SURGICAL","Health Care","Equity","1,471,605.00","0.01","1,471,605.00","12,750.00","115.42","United States","NASDAQ","USD","1.00","USD","-"
"TDC","TERADATA CORP","Information Technology","Equity","1,471,650.18","0.01","1,471,650.18","29,211.00","50.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDK","CDK GLOBAL INC","Information Technology","Equity","1,462,585.25","0.01","1,462,585.25","33,817.00","43.25","United States","NASDAQ","USD","1.00","USD","-"
"CLH","CLEAN HARBORS INC","Industrials","Equity","1,460,940.57","0.01","1,460,940.57","13,599.00","107.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHNG","CHANGE HEALTHCARE INC","Health Care","Equity","1,460,295.30","0.01","1,460,295.30","68,270.00","21.39","United States","NASDAQ","USD","1.00","USD","-"
"HXL","HEXCEL CORP","Industrials","Equity","1,460,286.00","0.01","1,460,286.00","23,553.00","62.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
