Fund Holdings as of,"09/Nov/2021"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"MSLH","MARSHALLS PLC","Materials","Equity","1,492,687.08","0.37","1,492,687.08","203,919.00","7.32","United Kingdom","London Stock Exchange","GBP"
"SNN","SANNE GROUP PLC","Financials","Equity","1,472,724.60","0.36","1,472,724.60","162,732.00","9.05","United Kingdom","London Stock Exchange","GBP"
"NETW","NETWORK INTERNATIONAL HOLDINGS PLC","Information Technology","Equity","1,470,821.45","0.36","1,470,821.45","473,542.00","3.11","United Kingdom","London Stock Exchange","GBP"
"HILS","HILL AND SMITH HOLDINGS PLC","Materials","Equity","1,436,099.56","0.35","1,436,099.56","79,961.00","17.96","United Kingdom","London Stock Exchange","GBP"
"ASHM","ASHMORE GROUP PLC","Financials","Equity","1,423,409.60","0.35","1,423,409.60","467,919.00","3.04","United Kingdom","London Stock Exchange","GBP"
"888","888 HOLDINGS PLC","Consumer Discretionary","Equity","1,405,023.67","0.34","1,405,023.67","376,077.00","3.74","United Kingdom","London Stock Exchange","GBP"
"SRE","SIRIUS REAL ESTATE LTD","Real Estate","Equity","1,401,659.31","0.34","1,401,659.31","1,009,841.00","1.39","United Kingdom","London Stock Exchange","GBP"
"PAG","PARAGON GROUP OF COMPANIES","Financials","Equity","1,396,911.96","0.34","1,396,911.96","261,594.00","5.34","United Kingdom","London Stock Exchange","GBP"
"FRAS","FRASERS GROUP PLC","Consumer Discretionary","Equity","1,393,255.06","0.34","1,393,255.06","207,484.00","6.71","United Kingdom","London Stock Exchange","GBP"
"GROW","DRAPER ESPRIT PLC","Financials","Equity","1,388,088.26","0.34","1,388,088.26","139,087.00","9.98","United Kingdom","London Stock Exchange","GBP"
"MCRO","MICRO FOCUS INTERNATIONAL PLC","Information Technology","Equity","1,381,580.46","0.34","1,381,580.46","342,484.00","4.03","United Kingdom","London Stock Exchange","GBP"
"WG.","WOOD GROUP (JOHN) PLC","Energy","Equity","1,379,683.23","0.34","1,379,683.23","697,338.00","1.98","United Kingdom","London Stock Exchange","GBP"
"MDC","MEDICLINIC INTERNATIONAL PLC","Health Care","Equity","1,375,534.02","0.34","1,375,534.02","405,523.00","3.39","United Kingdom","London Stock Exchange","GBP"
"NEX","NATIONAL EXPRESS GROUP PLC","Industrials","Equity","1,327,331.70","0.33","1,327,331.70","564,822.00","2.35","United Kingdom","London Stock Exchange","GBP"
"LIO","LIONTRUST ASSET MANAGEMENT PLC","Financials","Equity","1,323,518.40","0.32","1,323,518.40","61,274.00","21.60","United Kingdom","London Stock Exchange","GBP"
"LRE","LANCASHIRE HOLDINGS LTD","Financials","Equity","1,278,049.75","0.31","1,278,049.75","248,165.00","5.15","United Kingdom","London Stock Exchange","GBP"
"AJB","AJ BELL PLC","Financials","Equity","1,270,720.77","0.31","1,270,720.77","309,479.00","4.11","United Kingdom","London Stock Exchange","GBP"
"SHB","SHAFTESBURY REIT PLC","Real Estate","Equity","1,250,352.86","0.31","1,250,352.86","193,703.00","6.46","United Kingdom","London Stock Exchange","GBP"
"CAPC","CAPITAL & COUNTIES PROPERTIES PLC","Real Estate","Equity","1,236,940.40","0.30","1,236,940.40","727,612.00","1.70","United Kingdom","London Stock Exchange","GBP"
"FGP","FIRSTGROUP PLC","Industrials","Equity","1,231,128.39","0.30","1,231,128.39","1,218,939.00","1.01","United Kingdom","London Stock Exchange","GBP"
"BYIT","BYTES TECHNOLOGY GROUP PLC","Information Technology","Equity","1,229,083.66","0.30","1,229,083.66","218,116.00","5.63","United Kingdom","London Stock Exchange","GBP"
"BIFF","BIFFA PLC","Industrials","Equity","1,226,933.68","0.30","1,226,933.68","307,888.00","3.98","United Kingdom","London Stock Exchange","GBP"
"IPO","IP GROUP PLC","Financials","Equity","1,204,266.77","0.30","1,204,266.77","1,015,402.00","1.19","United Kingdom","London Stock Exchange","GBP"
"AAF","AIRTEL AFRICA PLC","Communication","Equity","1,201,082.41","0.29","1,201,082.41","959,331.00","1.25","United Kingdom","London Stock Exchange","GBP"
"ATG","AUCTION TECHNOLOGY GROUP PLC","Consumer Discretionary","Equity","1,194,783.46","0.29","1,194,783.46","85,709.00","13.94","United Kingdom","London Stock Exchange","GBP"
"RAT","RATHBONE BROTHERS PLC","Financials","Equity","1,193,505.30","0.29","1,193,505.30","59,735.00","19.98","United Kingdom","London Stock Exchange","GBP"
"PLUS","PLUS500 LTD","Financials","Equity","1,187,802.24","0.29","1,187,802.24","92,544.00","12.84","United Kingdom","London Stock Exchange","GBP"
"JUP","JUPITER FUND MANAGEMENT PLC","Financials","Equity","1,180,286.98","0.29","1,180,286.98","454,656.00","2.60","United Kingdom","London Stock Exchange","GBP"
"AML","ASTON MARTIN LAGONDA GLOBAL HOLDIN","Consumer Discretionary","Equity","1,165,832.95","0.29","1,165,832.95","68,801.00","16.95","United Kingdom","London Stock Exchange","GBP"
"MONY","MONEYSUPERMARKET.COM GROUP PLC","Consumer Discretionary","Equity","1,160,592.84","0.28","1,160,592.84","550,044.00","2.11","United Kingdom","London Stock Exchange","GBP"
"BRW","BREWIN DOLPHIN HOLDINGS PLC","Financials","Equity","1,159,973.81","0.28","1,159,973.81","306,466.00","3.79","United Kingdom","London Stock Exchange","GBP"
"ERM","EUROMONEY INSTITUTIONAL INVEST. PL","Communication","Equity","1,144,581.84","0.28","1,144,581.84","110,268.00","10.38","United Kingdom","London Stock Exchange","GBP"
"CWR","CERES POWER HOLDINGS PLC","Industrials","Equity","1,129,891.20","0.28","1,129,891.20","95,430.00","11.84","United Kingdom","London Stock Exchange","GBP"
"WKP","WORKSPACE GROUP REIT PLC","Real Estate","Equity","1,123,869.50","0.28","1,123,869.50","136,807.00","8.21","United Kingdom","London Stock Exchange","GBP"
"SIR","SECURE INCOME REITINARY","Real Estate","Equity","1,112,203.43","0.27","1,112,203.43","275,981.00","4.03","United Kingdom","London Stock Exchange","GBP"
"CEY","CENTAMIN PLC","Materials","Equity","1,097,844.35","0.27","1,097,844.35","1,162,232.00","0.94","United Kingdom","London Stock Exchange","GBP"
"TCAP","TP ICAP GROUP PLC","Financials","Equity","1,094,924.10","0.27","1,094,924.10","803,791.00","1.36","United Kingdom","London Stock Exchange","GBP"
"HMSO","HAMMERSON REIT PLC","Real Estate","Equity","1,071,177.83","0.26","1,071,177.83","3,164,484.00","0.34","United Kingdom","London Stock Exchange","GBP"
"ENOG","ENERGEAN PLC","Energy","Equity","1,056,324.00","0.26","1,056,324.00","115,825.00","9.12","United Kingdom","London Stock Exchange","GBP"
"SMS","SMART METERING SYSTEMS PLC","Industrials","Equity","1,052,353.89","0.26","1,052,353.89","126,333.00","8.33","United Kingdom","London Stock Exchange","GBP"
"LTG","LEARNING TECHNOLOGIES GROUP PLC","Information Technology","Equity","1,046,279.76","0.26","1,046,279.76","562,516.00","1.86","United Kingdom","London Stock Exchange","GBP"
"MGAM","MORGAN ADVANCED MATERIALS PLC","Industrials","Equity","1,045,341.75","0.26","1,045,341.75","286,395.00","3.65","United Kingdom","London Stock Exchange","GBP"
"VSVS","VESUVIUS PLC","Industrials","Equity","1,022,054.12","0.25","1,022,054.12","218,481.00","4.68","United Kingdom","London Stock Exchange","GBP"
"LXI","LXI REIT PLC","Real Estate","Equity","1,019,865.87","0.25","1,019,865.87","710,213.00","1.44","United Kingdom","London Stock Exchange","GBP"
"JDW","WETHERSPOON(J.D.) PLC","Consumer Discretionary","Equity","1,002,770.79","0.25","1,002,770.79","97,451.00","10.29","United Kingdom","London Stock Exchange","GBP"
"CCR","C C GROUP PLC","Consumer Staples","Equity","998,897.29","0.24","998,897.29","397,018.00","2.52","United Kingdom","London Stock Exchange","GBP"
"RCH","REACH PLC","Communication","Equity","976,771.89","0.24","976,771.89","298,707.00","3.27","United Kingdom","London Stock Exchange","GBP"
"COA","COATS GROUP PLC","Consumer Discretionary","Equity","973,800.78","0.24","973,800.78","1,453,434.00","0.67","United Kingdom","London Stock Exchange","GBP"
"MTO","MITIE GROUP PLC","Industrials","Equity","973,375.65","0.24","973,375.65","1,442,038.00","0.68","United Kingdom","London Stock Exchange","GBP"
"REDD","REDDE NORTHGATE PLC","Industrials","Equity","969,663.24","0.24","969,663.24","236,792.00","4.09","United Kingdom","London Stock Exchange","GBP"
"DIGS","GCP STUDENT LIVING PLC","Real Estate","Equity","956,808.80","0.23","956,808.80","454,541.00","2.11","United Kingdom","London Stock Exchange","GBP"
"RHIM","RHI MAGNESITA NV","Materials","Equity","953,375.78","0.23","953,375.78","28,493.00","33.46","United Kingdom","London Stock Exchange","GBP"
"ESNT","ESSENTRA PLC","Materials","Equity","946,336.16","0.23","946,336.16","307,252.00","3.08","United Kingdom","London Stock Exchange","GBP"
"CNE","CAIRN ENERGY PLC","Energy","Equity","945,199.22","0.23","945,199.22","498,260.00","1.90","United Kingdom","London Stock Exchange","GBP"
"JUST","JUST GROUP PLC","Financials","Equity","934,587.22","0.23","934,587.22","1,050,098.00","0.89","United Kingdom","London Stock Exchange","GBP"
"PRSM","BLUE PRISM GROUP PLC","Information Technology","Equity","925,008.00","0.23","925,008.00","82,590.00","11.20","United Kingdom","London Stock Exchange","GBP"
"MGNS","MORGAN SINDALL GROUP PLC","Industrials","Equity","913,451.60","0.22","913,451.60","39,976.00","22.85","United Kingdom","London Stock Exchange","GBP"
"PFG","PROVIDENT FINANCIAL PLC","Financials","Equity","903,268.12","0.22","903,268.12","253,727.00","3.56","United Kingdom","London Stock Exchange","GBP"
"N91","NINETY ONE PLC","Financials","Equity","893,822.94","0.22","893,822.94","346,443.00","2.58","United Kingdom","London Stock Exchange","GBP"
"CRST","CREST NICHOLSON HOLDINGS PLC","Consumer Discretionary","Equity","890,524.04","0.22","890,524.04","259,628.00","3.43","United Kingdom","London Stock Exchange","GBP"
"OXB","OXFORD BIOMEDICA PLC","Health Care","Equity","884,676.96","0.22","884,676.96","58,356.00","15.16","United Kingdom","London Stock Exchange","GBP"
"DEC","DIVERSIFIED ENERGY COMPANY PLC","Energy","Equity","847,009.29","0.21","847,009.29","823,939.00","1.03","United Kingdom","London Stock Exchange","GBP"
"CHG","CHEMRING GROUP PLC","Industrials","Equity","844,408.08","0.21","844,408.08","285,273.00","2.96","United Kingdom","London Stock Exchange","GBP"
"FXPO","FERREXPO PLC","Materials","Equity","843,645.84","0.21","843,645.84","293,340.00","2.88","United Kingdom","London Stock Exchange","GBP"
